,AREA,DAY,CANCEL,C_REASON,REG_DATE,PRICE,LEVEL,DEAL,DEAL_ADDR,MONTH,YEAR,DATE,TYPE
0,128.81,31,,,,94500.0,7,-,-,12,2017,2017-12-31,SALE
1,59.99,30,,,,62700.0,2,-,-,12,2017,2017-12-30,SALE
2,128.81,30,,,,92500.0,4,-,-,12,2017,2017-12-30,SALE
3,128.81,29,,,,99500.0,6,-,-,12,2017,2017-12-29,SALE
4,59.99,28,,,,67000.0,14,-,-,12,2017,2017-12-28,SALE
5,128.81,28,,,,92500.0,9,-,-,12,2017,2017-12-28,SALE
6,59.99,27,,,,63700.0,8,-,-,12,2017,2017-12-27,SALE
7,84.99,27,,,,81000.0,10,-,-,12,2017,2017-12-27,SALE
8,128.81,27,,,,102000.0,7,-,-,12,2017,2017-12-27,SALE
9,59.99,23,,,,64500.0,15,-,-,12,2017,2017-12-23,SALE
10,84.99,23,,,,77300.0,20,-,-,12,2017,2017-12-23,SALE
11,128.81,23,,,,97000.0,10,-,-,12,2017,2017-12-23,SALE
12,59.99,22,,,,63300.0,9,-,-,12,2017,2017-12-22,SALE
13,119.63,22,,,,97500.0,5,-,-,12,2017,2017-12-22,SALE
14,59.99,21,,,,64000.0,4,-,-,12,2017,2017-12-21,SALE
15,128.81,16,,,,87000.0,3,-,-,12,2017,2017-12-16,SALE
16,128.81,16,,,,90000.0,10,-,-,12,2017,2017-12-16,SALE
17,128.81,16,,,,90000.0,12,-,-,12,2017,2017-12-16,SALE
18,128.81,15,,,,89500.0,2,-,-,12,2017,2017-12-15,SALE
19,128.81,14,,,,90000.0,8,-,-,12,2017,2017-12-14,SALE
20,128.81,14,,,,90000.0,9,-,-,12,2017,2017-12-14,SALE
21,128.81,13,,,,96000.0,7,-,-,12,2017,2017-12-13,SALE
22,84.99,12,,,,80000.0,17,-,-,12,2017,2017-12-12,SALE
23,59.99,9,,,,64000.0,6,-,-,12,2017,2017-12-09,SALE
24,84.99,9,,,,79000.0,11,-,-,12,2017,2017-12-09,SALE
25,128.81,9,,,,90000.0,5,-,-,12,2017,2017-12-09,SALE
26,128.81,9,,,,97000.0,13,-,-,12,2017,2017-12-09,SALE
27,84.99,27,,,,78000.0,2,-,-,11,2017,2017-11-27,SALE
28,84.99,27,,,,80000.0,11,-,-,11,2017,2017-11-27,SALE
29,59.99,24,,,,70000.0,12,-,-,11,2017,2017-11-24,SALE
30,84.99,24,,,,76500.0,3,-,-,11,2017,2017-11-24,SALE
31,128.81,18,,,,90000.0,8,-,-,11,2017,2017-11-18,SALE
32,84.99,14,,,,81500.0,14,-,-,11,2017,2017-11-14,SALE
33,59.99,11,,,,68000.0,9,-,-,11,2017,2017-11-11,SALE
34,84.99,11,,,,82000.0,11,-,-,11,2017,2017-11-11,SALE
35,59.99,8,,,,63000.0,7,-,-,11,2017,2017-11-08,SALE
36,59.99,4,,,,63000.0,9,-,-,11,2017,2017-11-04,SALE
37,59.99,3,,,,63000.0,7,-,-,11,2017,2017-11-03,SALE
38,84.99,1,,,,78500.0,11,-,-,11,2017,2017-11-01,SALE
39,84.99,31,,,,82000.0,7,-,-,10,2017,2017-10-31,SALE
40,128.81,30,,,,97000.0,5,-,-,10,2017,2017-10-30,SALE
41,84.99,28,,,,77500.0,11,-,-,10,2017,2017-10-28,SALE
42,84.99,28,,,,78000.0,16,-,-,10,2017,2017-10-28,SALE
43,59.99,27,,,,64700.0,6,-,-,10,2017,2017-10-27,SALE
44,59.99,26,,,,63000.0,4,-,-,10,2017,2017-10-26,SALE
45,84.99,25,,,,75000.0,1,-,-,10,2017,2017-10-25,SALE
46,128.81,25,,,,89800.0,8,-,-,10,2017,2017-10-25,SALE
47,128.81,24,,,,97000.0,11,-,-,10,2017,2017-10-24,SALE
48,59.99,21,,,,65000.0,13,-,-,10,2017,2017-10-21,SALE
49,84.99,18,,,,76000.0,13,-,-,10,2017,2017-10-18,SALE
50,59.99,16,,,,65500.0,8,-,-,10,2017,2017-10-16,SALE
51,59.99,16,,,,65000.0,9,-,-,10,2017,2017-10-16,SALE
52,84.99,16,,,,78500.0,15,-,-,10,2017,2017-10-16,SALE
53,59.99,14,,,,63000.0,6,-,-,10,2017,2017-10-14,SALE
54,84.99,14,,,,75000.0,3,-,-,10,2017,2017-10-14,SALE
55,128.81,13,,,,92000.0,5,-,-,10,2017,2017-10-13,SALE
56,59.99,10,,,,63400.0,12,-,-,10,2017,2017-10-10,SALE
57,59.99,9,,,,64800.0,8,-,-,10,2017,2017-10-09,SALE
58,59.99,9,,,,64500.0,9,-,-,10,2017,2017-10-09,SALE
59,128.81,23,,,,95700.0,12,-,-,9,2017,2017-09-23,SALE
60,84.99,20,,,,75000.0,17,-,-,9,2017,2017-09-20,SALE
61,152.1,20,,,,103500.0,2,-,-,9,2017,2017-09-20,SALE
62,84.99,15,,,,80750.0,17,-,-,9,2017,2017-09-15,SALE
63,84.99,12,,,,80800.0,10,-,-,9,2017,2017-09-12,SALE
64,128.81,9,,,,98000.0,12,-,-,9,2017,2017-09-09,SALE
65,128.81,8,,,,95500.0,13,-,-,9,2017,2017-09-08,SALE
66,128.81,8,,,,96000.0,16,-,-,9,2017,2017-09-08,SALE
67,128.81,3,,,,90000.0,9,-,-,9,2017,2017-09-03,SALE
68,152.1,1,,,,108500.0,7,-,-,9,2017,2017-09-01,SALE
69,128.81,26,,,,89000.0,9,-,-,8,2017,2017-08-26,SALE
70,84.99,24,,,,81000.0,11,-,-,8,2017,2017-08-24,SALE
71,84.99,19,,,,75000.0,3,-,-,8,2017,2017-08-19,SALE
72,152.1,18,,,,112000.0,13,-,-,8,2017,2017-08-18,SALE
73,84.99,17,,,,77000.0,7,-,-,8,2017,2017-08-17,SALE
74,152.1,14,,,,109000.0,6,-,-,8,2017,2017-08-14,SALE
75,59.99,12,,,,62200.0,2,-,-,8,2017,2017-08-12,SALE
76,128.81,10,,,,93000.0,15,-,-,8,2017,2017-08-10,SALE
77,128.81,31,,,,90000.0,4,-,-,7,2017,2017-07-31,SALE
78,128.81,31,,,,94500.0,19,-,-,7,2017,2017-07-31,SALE
79,128.81,30,,,,90000.0,4,-,-,7,2017,2017-07-30,SALE
80,128.81,30,,,,85000.0,9,-,-,7,2017,2017-07-30,SALE
81,59.99,29,,,,63500.0,10,-,-,7,2017,2017-07-29,SALE
82,84.99,29,,,,82000.0,16,-,-,7,2017,2017-07-29,SALE
83,84.99,29,,,,79800.0,18,-,-,7,2017,2017-07-29,SALE
84,128.81,27,,,,94000.0,11,-,-,7,2017,2017-07-27,SALE
85,84.99,26,,,,80000.0,10,-,-,7,2017,2017-07-26,SALE
86,84.99,23,,,,80200.0,12,-,-,7,2017,2017-07-23,SALE
87,59.99,22,,,,62000.0,3,-,-,7,2017,2017-07-22,SALE
88,84.99,22,,,,74500.0,3,-,-,7,2017,2017-07-22,SALE
89,128.81,22,,,,92000.0,2,-,-,7,2017,2017-07-22,SALE
90,128.81,22,,,,90000.0,12,-,-,7,2017,2017-07-22,SALE
91,59.99,21,,,,60000.0,3,-,-,7,2017,2017-07-21,SALE
92,84.99,20,,,,75500.0,4,-,-,7,2017,2017-07-20,SALE
93,152.1,20,,,,100000.0,14,-,-,7,2017,2017-07-20,SALE
94,128.81,16,,,,89500.0,8,-,-,7,2017,2017-07-16,SALE
95,84.99,15,,,,75000.0,5,-,-,7,2017,2017-07-15,SALE
96,84.99,15,,,,75000.0,6,-,-,7,2017,2017-07-15,SALE
97,84.99,10,,,,69000.0,1,-,-,7,2017,2017-07-10,SALE
98,84.99,10,,,,75900.0,10,-,-,7,2017,2017-07-10,SALE
99,84.99,9,,,,75000.0,3,-,-,7,2017,2017-07-09,SALE
100,84.99,8,,,,77500.0,19,-,-,7,2017,2017-07-08,SALE
101,59.99,7,,,,64000.0,11,-,-,7,2017,2017-07-07,SALE
102,84.99,5,,,,76000.0,6,-,-,7,2017,2017-07-05,SALE
103,84.99,5,,,,76750.0,20,-,-,7,2017,2017-07-05,SALE
104,128.81,5,,,,89300.0,5,-,-,7,2017,2017-07-05,SALE
105,84.99,3,,,,74500.0,7,-,-,7,2017,2017-07-03,SALE
106,128.81,2,,,,93000.0,6,-,-,7,2017,2017-07-02,SALE
107,84.99,1,,,,72200.0,2,-,-,7,2017,2017-07-01,SALE
108,59.99,30,,,,59000.0,15,-,-,6,2017,2017-06-30,SALE
109,84.99,30,,,,77500.0,9,-,-,6,2017,2017-06-30,SALE
110,128.81,29,,,,89000.0,7,-,-,6,2017,2017-06-29,SALE
111,59.99,28,,,,64500.0,8,-,-,6,2017,2017-06-28,SALE
112,84.99,26,,,,79000.0,10,-,-,6,2017,2017-06-26,SALE
113,128.81,24,,,,93000.0,6,-,-,6,2017,2017-06-24,SALE
114,59.99,23,,,,64000.0,13,-,-,6,2017,2017-06-23,SALE
115,152.1,20,,,,93000.0,9,-,-,6,2017,2017-06-20,SALE
116,84.99,16,,,,78500.0,11,-,-,6,2017,2017-06-16,SALE
117,128.81,13,,,,97000.0,14,-,-,6,2017,2017-06-13,SALE
118,59.99,10,,,,60000.0,3,-,-,6,2017,2017-06-10,SALE
119,128.81,9,,,,86500.0,4,-,-,6,2017,2017-06-09,SALE
120,84.99,8,,,,73500.0,2,-,-,6,2017,2017-06-08,SALE
121,59.99,7,,,,63500.0,7,-,-,6,2017,2017-06-07,SALE
122,59.99,6,,,,58000.0,2,-,-,6,2017,2017-06-06,SALE
123,59.99,5,,,,62700.0,16,-,-,6,2017,2017-06-05,SALE
124,84.99,3,,,,76000.0,16,-,-,6,2017,2017-06-03,SALE
125,128.81,3,,,,85800.0,4,-,-,6,2017,2017-06-03,SALE
126,128.81,2,,,,90000.0,13,-,-,6,2017,2017-06-02,SALE
127,59.99,1,,,,59000.0,9,-,-,6,2017,2017-06-01,SALE
128,152.1,1,,,,98500.0,7,-,-,6,2017,2017-06-01,SALE
129,84.99,31,,,,74000.0,8,-,-,5,2017,2017-05-31,SALE
130,84.99,31,,,,75500.0,9,-,-,5,2017,2017-05-31,SALE
131,59.99,29,,,,63000.0,15,-,-,5,2017,2017-05-29,SALE
132,84.99,27,,,,74000.0,4,-,-,5,2017,2017-05-27,SALE
133,84.99,27,,,,72000.0,7,-,-,5,2017,2017-05-27,SALE
134,128.81,27,,,,84800.0,3,-,-,5,2017,2017-05-27,SALE
135,59.99,25,,,,60000.0,17,-,-,5,2017,2017-05-25,SALE
136,59.99,24,,,,63000.0,14,-,-,5,2017,2017-05-24,SALE
137,84.99,24,,,,70000.0,16,-,-,5,2017,2017-05-24,SALE
138,84.99,22,,,,78500.0,18,-,-,5,2017,2017-05-22,SALE
139,84.99,17,,,,76000.0,11,-,-,5,2017,2017-05-17,SALE
140,59.99,16,,,,59700.0,14,-,-,5,2017,2017-05-16,SALE
141,59.99,15,,,,59700.0,13,-,-,5,2017,2017-05-15,SALE
142,128.81,15,,,,93300.0,7,-,-,5,2017,2017-05-15,SALE
143,59.99,13,,,,63200.0,12,-,-,5,2017,2017-05-13,SALE
144,59.99,12,,,,60000.0,7,-,-,5,2017,2017-05-12,SALE
145,84.99,12,,,,75800.0,9,-,-,5,2017,2017-05-12,SALE
146,119.63,2,,,,89700.0,17,-,-,5,2017,2017-05-02,SALE
147,84.99,29,,,,75000.0,4,-,-,4,2017,2017-04-29,SALE
148,84.99,29,,,,73700.0,6,-,-,4,2017,2017-04-29,SALE
149,84.99,24,,,,70850.0,18,-,-,4,2017,2017-04-24,SALE
150,128.81,24,,,,81500.0,2,-,-,4,2017,2017-04-24,SALE
151,128.81,24,,,,95000.0,17,-,-,4,2017,2017-04-24,SALE
152,84.99,15,,,,76000.0,15,-,-,4,2017,2017-04-15,SALE
153,59.99,14,,,,59000.0,11,-,-,4,2017,2017-04-14,SALE
154,84.99,8,,,,69000.0,3,-,-,4,2017,2017-04-08,SALE
155,84.99,3,,,,74200.0,9,-,-,4,2017,2017-04-03,SALE
156,59.99,2,,,,62000.0,15,-,-,4,2017,2017-04-02,SALE
157,84.99,1,,,,74000.0,4,-,-,4,2017,2017-04-01,SALE
158,128.81,1,,,,96000.0,15,-,-,4,2017,2017-04-01,SALE
159,84.99,29,,,,76100.0,9,-,-,3,2017,2017-03-29,SALE
160,84.99,25,,,,69800.0,10,-,-,3,2017,2017-03-25,SALE
161,84.99,25,,,,74500.0,14,-,-,3,2017,2017-03-25,SALE
162,59.99,24,,,,59000.0,9,-,-,3,2017,2017-03-24,SALE
163,59.99,23,,,,63000.0,10,-,-,3,2017,2017-03-23,SALE
164,84.99,22,,,,73100.0,3,-,-,3,2017,2017-03-22,SALE
165,59.99,20,,,,58900.0,7,-,-,3,2017,2017-03-20,SALE
166,119.63,4,,,,94500.0,17,-,-,3,2017,2017-03-04,SALE
167,84.99,2,,,,74500.0,9,-,-,3,2017,2017-03-02,SALE
168,128.81,2,,,,89000.0,15,-,-,3,2017,2017-03-02,SALE
169,59.99,24,,,,58500.0,4,-,-,2,2017,2017-02-24,SALE
170,152.1,14,,,,104000.0,17,-,-,2,2017,2017-02-14,SALE
171,84.99,6,,,,73400.0,19,-,-,2,2017,2017-02-06,SALE
172,59.99,4,,,,58000.0,7,-,-,2,2017,2017-02-04,SALE
173,84.99,26,,,,75000.0,10,-,-,1,2017,2017-01-26,SALE
174,84.99,25,,,,74400.0,11,-,-,1,2017,2017-01-25,SALE
175,59.99,18,,,,59000.0,7,-,-,1,2017,2017-01-18,SALE
176,84.99,13,,,,70000.0,6,-,-,1,2017,2017-01-13,SALE
177,84.99,3,,,,74500.0,13,-,-,1,2017,2017-01-03,SALE
178,84.99,2,,,,69000.0,6,-,-,1,2017,2017-01-02,SALE
179,152.1,2,,,,96000.0,14,-,-,1,2017,2017-01-02,SALE
0,59.99,31,,,,90000.0,18,-,-,12,2019,2019-12-31,SALE
1,59.99,30,,,,89500.0,14,-,-,12,2019,2019-12-30,SALE
2,152.1,30,,,,121000.0,4,-,-,12,2019,2019-12-30,SALE
3,59.99,28,,,,84600.0,3,-,-,12,2019,2019-12-28,SALE
4,128.81,25,,,,130000.0,9,-,-,12,2019,2019-12-25,SALE
5,59.99,23,,,,84000.0,13,-,-,12,2019,2019-12-23,SALE
6,84.99,16,,,,104500.0,17,-,-,12,2019,2019-12-16,SALE
7,84.99,15,,,,102500.0,3,-,-,12,2019,2019-12-15,SALE
8,59.99,14,,,,81700.0,5,-,-,12,2019,2019-12-14,SALE
9,84.99,14,,,,110000.0,12,-,-,12,2019,2019-12-14,SALE
10,152.1,11,,,,145000.0,13,-,-,12,2019,2019-12-11,SALE
11,84.99,9,,,,105000.0,6,-,-,12,2019,2019-12-09,SALE
12,128.81,9,,,,127000.0,8,-,-,12,2019,2019-12-09,SALE
13,84.99,6,,,,102000.0,10,-,-,12,2019,2019-12-06,SALE
14,84.99,6,,,,104000.0,12,-,-,12,2019,2019-12-06,SALE
15,128.81,5,,,,120000.0,8,-,-,12,2019,2019-12-05,SALE
16,84.99,4,,,,104000.0,18,-,-,12,2019,2019-12-04,SALE
17,84.99,3,,,,99000.0,2,-,-,12,2019,2019-12-03,SALE
18,84.99,3,,,,104500.0,16,-,-,12,2019,2019-12-03,SALE
19,84.99,3,,,,105000.0,17,-,-,12,2019,2019-12-03,SALE
20,59.99,2,,,,80800.0,3,-,-,12,2019,2019-12-02,SALE
21,84.99,30,,,,98000.0,13,-,-,11,2019,2019-11-30,SALE
22,84.99,30,,,,105000.0,14,-,-,11,2019,2019-11-30,SALE
23,128.81,30,,,,127000.0,18,-,-,11,2019,2019-11-30,SALE
24,59.99,29,,,,82000.0,4,-,-,11,2019,2019-11-29,SALE
25,59.99,28,,,,77000.0,8,-,-,11,2019,2019-11-28,SALE
26,59.99,27,,,,79000.0,4,-,-,11,2019,2019-11-27,SALE
27,59.99,27,,,,83000.0,10,-,-,11,2019,2019-11-27,SALE
28,84.99,27,,,,104500.0,19,-,-,11,2019,2019-11-27,SALE
29,128.81,27,,,,125000.0,17,-,-,11,2019,2019-11-27,SALE
30,84.99,20,,,,104000.0,9,-,-,11,2019,2019-11-20,SALE
31,59.99,18,,,,83000.0,5,-,-,11,2019,2019-11-18,SALE
32,84.99,16,,,,95000.0,3,-,-,11,2019,2019-11-16,SALE
33,84.99,14,,,,104900.0,19,-,-,11,2019,2019-11-14,SALE
34,59.99,12,,,,82000.0,17,-,-,11,2019,2019-11-12,SALE
35,59.99,9,,,,81500.0,3,-,-,11,2019,2019-11-09,SALE
36,59.99,8,,,,83000.0,12,-,-,11,2019,2019-11-08,SALE
37,84.99,6,,,,90000.0,3,-,-,11,2019,2019-11-06,SALE
38,84.99,5,,,,100000.0,18,-,-,11,2019,2019-11-05,SALE
39,128.81,4,,,,122500.0,15,-,-,11,2019,2019-11-04,SALE
40,84.99,25,,,,105000.0,16,-,-,10,2019,2019-10-25,SALE
41,128.81,24,,,,118000.0,15,-,-,10,2019,2019-10-24,SALE
42,128.81,22,,,,120000.0,18,-,-,10,2019,2019-10-22,SALE
43,84.99,21,,,,98000.0,4,-,-,10,2019,2019-10-21,SALE
44,128.81,18,,,,115400.0,13,-,-,10,2019,2019-10-18,SALE
45,152.1,18,,,,133000.0,10,-,-,10,2019,2019-10-18,SALE
46,59.99,15,,,,79800.0,2,-,-,10,2019,2019-10-15,SALE
47,84.99,14,,,,102500.0,10,-,-,10,2019,2019-10-14,SALE
48,128.81,8,,,,119000.0,3,-,-,10,2019,2019-10-08,SALE
49,59.99,7,,,,79500.0,2,-,-,10,2019,2019-10-07,SALE
50,59.99,4,,,,81800.0,7,-,-,10,2019,2019-10-04,SALE
51,59.99,3,,,,80000.0,4,-,-,10,2019,2019-10-03,SALE
52,59.99,3,,,,81000.0,14,-,-,10,2019,2019-10-03,SALE
53,84.99,2,,,,96000.0,6,-,-,10,2019,2019-10-02,SALE
54,119.63,1,,,,120000.0,10,-,-,10,2019,2019-10-01,SALE
55,59.99,21,,,,81000.0,8,-,-,9,2019,2019-09-21,SALE
56,59.99,18,,,,81000.0,16,-,-,9,2019,2019-09-18,SALE
57,128.81,17,,,,114700.0,10,-,-,9,2019,2019-09-17,SALE
58,59.99,10,,,,80000.0,10,-,-,9,2019,2019-09-10,SALE
59,59.99,10,,,,80000.0,13,-,-,9,2019,2019-09-10,SALE
60,84.99,10,,,,96000.0,12,-,-,9,2019,2019-09-10,SALE
61,128.81,9,,,,109500.0,18,-,-,9,2019,2019-09-09,SALE
62,59.99,6,,,,79500.0,8,-,-,9,2019,2019-09-06,SALE
63,128.81,4,,,,115000.0,5,-,-,9,2019,2019-09-04,SALE
64,84.99,29,,,,100000.0,10,-,-,8,2019,2019-08-29,SALE
65,59.99,28,,,,80500.0,15,-,-,8,2019,2019-08-28,SALE
66,59.99,24,,,,76500.0,5,-,-,8,2019,2019-08-24,SALE
67,59.99,24,,,,80000.0,13,-,-,8,2019,2019-08-24,SALE
68,128.81,24,,,,117000.0,9,-,-,8,2019,2019-08-24,SALE
69,84.99,20,,,,99500.0,9,-,-,8,2019,2019-08-20,SALE
70,59.99,17,,,,79500.0,3,-,-,8,2019,2019-08-17,SALE
71,59.99,10,,,,73000.0,4,-,-,8,2019,2019-08-10,SALE
72,128.81,9,,,,108500.0,14,-,-,8,2019,2019-08-09,SALE
73,152.1,29,,,,117000.0,6,-,-,7,2019,2019-07-29,SALE
74,84.99,27,,,,97000.0,14,-,-,7,2019,2019-07-27,SALE
75,59.99,25,,,,76000.0,7,-,-,7,2019,2019-07-25,SALE
76,84.99,25,,,,93000.0,3,-,-,7,2019,2019-07-25,SALE
77,128.81,25,,,,117000.0,6,-,-,7,2019,2019-07-25,SALE
78,59.99,24,,,,78900.0,13,-,-,7,2019,2019-07-24,SALE
79,128.81,24,,,,117000.0,11,-,-,7,2019,2019-07-24,SALE
80,59.99,23,,,,75500.0,18,-,-,7,2019,2019-07-23,SALE
81,128.81,23,,,,120000.0,17,-,-,7,2019,2019-07-23,SALE
82,84.99,20,,,,90000.0,8,-,-,7,2019,2019-07-20,SALE
83,119.63,11,,,,114500.0,11,-,-,7,2019,2019-07-11,SALE
84,59.99,10,,,,77000.0,11,-,-,7,2019,2019-07-10,SALE
85,84.99,9,,,,96900.0,7,-,-,7,2019,2019-07-09,SALE
86,84.99,9,,,,96500.0,11,-,-,7,2019,2019-07-09,SALE
87,59.99,5,,,,75000.0,5,-,-,7,2019,2019-07-05,SALE
88,59.99,5,,,,75000.0,7,-,-,7,2019,2019-07-05,SALE
89,59.99,5,,,,76000.0,9,-,-,7,2019,2019-07-05,SALE
90,128.81,5,,,,104300.0,4,-,-,7,2019,2019-07-05,SALE
91,59.99,2,,,,74300.0,3,-,-,7,2019,2019-07-02,SALE
92,128.81,1,,,,111800.0,10,-,-,7,2019,2019-07-01,SALE
93,128.81,1,,,,114500.0,12,-,-,7,2019,2019-07-01,SALE
94,59.99,29,,,,74000.0,15,-,-,6,2019,2019-06-29,SALE
95,59.99,26,,,,74500.0,9,-,-,6,2019,2019-06-26,SALE
96,59.99,24,,,,74000.0,11,-,-,6,2019,2019-06-24,SALE
97,128.81,24,,,,108000.0,14,-,-,6,2019,2019-06-24,SALE
98,59.99,20,,,,75250.0,7,-,-,6,2019,2019-06-20,SALE
99,84.99,16,,,,98000.0,13,-,-,6,2019,2019-06-16,SALE
100,128.81,12,,,,107500.0,9,-,-,6,2019,2019-06-12,SALE
101,128.81,10,,,,108000.0,16,-,-,6,2019,2019-06-10,SALE
102,59.99,9,,,,72000.0,7,-,-,6,2019,2019-06-09,SALE
103,59.99,8,,,,73500.0,6,-,-,6,2019,2019-06-08,SALE
104,84.99,8,,,,88000.0,20,-,-,6,2019,2019-06-08,SALE
105,84.99,6,,,,95000.0,11,-,-,6,2019,2019-06-06,SALE
106,128.81,31,,,,109000.0,7,-,-,5,2019,2019-05-31,SALE
107,119.63,28,,,,115000.0,12,-,-,5,2019,2019-05-28,SALE
108,128.81,21,,,,108000.0,12,-,-,5,2019,2019-05-21,SALE
109,59.99,20,,,,73000.0,5,-,-,5,2019,2019-05-20,SALE
110,59.99,10,,,,80500.0,15,-,-,5,2019,2019-05-10,SALE
111,152.1,17,,,,119500.0,13,-,-,4,2019,2019-04-17,SALE
112,152.1,4,,,,115000.0,4,-,-,4,2019,2019-04-04,SALE
113,59.99,12,,,,76000.0,15,-,-,3,2019,2019-03-12,SALE
114,128.81,12,,,,107500.0,18,-,-,1,2019,2019-01-12,SALE
0,152.1,30,,,,89500.0,13,-,-,12,2015,2015-12-30,SALE
1,152.1,10,,,,86277.0,3,-,-,12,2015,2015-12-10,SALE
2,84.99,5,,,,64200.0,10,-,-,12,2015,2015-12-05,SALE
3,59.99,2,,,,52000.0,17,-,-,12,2015,2015-12-02,SALE
4,152.1,25,,,,86189.0,4,-,-,11,2015,2015-11-25,SALE
5,152.1,23,,,,86189.0,4,-,-,11,2015,2015-11-23,SALE
6,128.81,21,,,,78000.0,4,-,-,11,2015,2015-11-21,SALE
7,152.1,20,,,,90198.0,19,-,-,11,2015,2015-11-20,SALE
8,59.99,19,,,,48000.0,2,-,-,11,2015,2015-11-19,SALE
9,59.99,19,,,,51800.0,14,-,-,11,2015,2015-11-19,SALE
10,84.99,19,,,,64700.0,11,-,-,11,2015,2015-11-19,SALE
11,84.99,17,,,,60000.0,2,-,-,11,2015,2015-11-17,SALE
12,152.1,14,,,,85941.0,9,-,-,11,2015,2015-11-14,SALE
13,59.99,11,,,,52500.0,8,-,-,11,2015,2015-11-11,SALE
14,59.99,6,,,,50900.0,6,-,-,11,2015,2015-11-06,SALE
15,59.99,5,,,,54500.0,12,-,-,11,2015,2015-11-05,SALE
16,128.81,5,,,,78000.0,16,-,-,11,2015,2015-11-05,SALE
17,84.99,2,,,,64800.0,10,-,-,11,2015,2015-11-02,SALE
18,84.99,30,,,,60000.0,3,-,-,10,2015,2015-10-30,SALE
19,84.99,30,,,,59500.0,13,-,-,10,2015,2015-10-30,SALE
20,152.1,30,,,,88416.0,8,-,-,10,2015,2015-10-30,SALE
21,59.99,26,,,,51000.0,6,-,-,10,2015,2015-10-26,SALE
22,128.81,26,,,,84900.0,8,-,-,10,2015,2015-10-26,SALE
23,84.99,23,,,,65300.0,10,-,-,10,2015,2015-10-23,SALE
24,119.63,16,,,,79500.0,15,-,-,10,2015,2015-10-16,SALE
25,128.81,15,,,,79000.0,13,-,-,10,2015,2015-10-15,SALE
26,84.99,6,,,,65000.0,15,-,-,10,2015,2015-10-06,SALE
27,59.99,5,,,,47500.0,2,-,-,10,2015,2015-10-05,SALE
28,59.99,3,,,,52000.0,14,-,-,10,2015,2015-10-03,SALE
29,84.99,30,,,,65500.0,8,-,-,9,2015,2015-09-30,SALE
30,128.81,25,,,,79007.0,4,-,-,9,2015,2015-09-25,SALE
31,84.99,24,,,,64600.0,4,-,-,9,2015,2015-09-24,SALE
32,152.1,24,,,,85941.0,5,-,-,9,2015,2015-09-24,SALE
33,128.81,21,,,,74836.0,3,-,-,9,2015,2015-09-21,SALE
34,128.81,21,,,,76154.0,6,-,-,9,2015,2015-09-21,SALE
35,152.1,21,,,,85941.0,5,-,-,9,2015,2015-09-21,SALE
36,84.99,20,,,,62800.0,4,-,-,9,2015,2015-09-20,SALE
37,128.81,20,,,,75611.0,4,-,-,9,2015,2015-09-20,SALE
38,128.81,19,,,,77312.0,14,-,-,9,2015,2015-09-19,SALE
39,128.81,18,,,,79539.0,12,-,-,9,2015,2015-09-18,SALE
40,152.1,18,,,,84174.0,3,-,-,9,2015,2015-09-18,SALE
41,84.99,17,,,,64500.0,8,-,-,9,2015,2015-09-17,SALE
42,128.81,16,,,,76375.0,4,-,-,9,2015,2015-09-16,SALE
43,128.81,16,,,,77312.0,11,-,-,9,2015,2015-09-16,SALE
44,152.1,16,,,,85941.0,6,-,-,9,2015,2015-09-16,SALE
45,152.1,16,,,,86919.0,10,-,-,9,2015,2015-09-16,SALE
46,128.81,15,,,,74066.0,2,-,-,9,2015,2015-09-15,SALE
47,128.81,14,,,,74066.0,2,-,-,9,2015,2015-09-14,SALE
48,152.1,14,,,,84428.0,2,-,-,9,2015,2015-09-14,SALE
49,152.1,14,,,,85941.0,5,-,-,9,2015,2015-09-14,SALE
50,128.81,12,,,,75611.0,4,-,-,9,2015,2015-09-12,SALE
51,128.81,12,,,,78794.0,19,-,-,9,2015,2015-09-12,SALE
52,128.81,10,,,,76154.0,8,-,-,9,2015,2015-09-10,SALE
53,152.1,10,,,,87168.0,4,-,-,9,2015,2015-09-10,SALE
54,152.1,10,,,,86919.0,6,-,-,9,2015,2015-09-10,SALE
55,84.99,9,,,,64700.0,7,-,-,9,2015,2015-09-09,SALE
56,152.1,8,,,,88240.0,13,-,-,9,2015,2015-09-08,SALE
57,59.99,7,,,,48500.0,6,-,-,9,2015,2015-09-07,SALE
58,84.99,7,,,,63200.0,16,-,-,9,2015,2015-09-07,SALE
59,128.81,6,,,,75611.0,4,-,-,9,2015,2015-09-06,SALE
60,128.81,6,,,,76154.0,5,-,-,9,2015,2015-09-06,SALE
61,128.81,5,,,,74066.0,2,-,-,9,2015,2015-09-05,SALE
62,84.99,22,,,,63000.0,18,-,-,8,2015,2015-08-22,SALE
63,84.99,14,,,,61600.0,7,-,-,7,2015,2015-07-14,SALE
64,59.99,3,,,,52350.0,5,-,-,7,2015,2015-07-03,SALE
65,128.81,15,,,,78363.0,5,-,-,5,2015,2015-05-15,SALE
66,59.99,12,,,,47500.0,7,-,-,3,2015,2015-03-12,SALE
0,84.99,7,,,,145000.0,12,중개거래,"서울 강서구
서울 송파구",12,2021,2021-12-07,SALE
1,84.99,1,,,,139000.0,10,중개거래,서울 강서구,12,2021,2021-12-01,SALE
2,59.99,13,,,,122000.0,6,중개거래,서울 강서구,11,2021,2021-11-13,SALE
